pl_name,hostname,disc_year,discoverymethod,pl_rade,pl_bmasse,pl_bmassprov,pl_orbper,pl_eqt,pl_insol,pl_orbsmax,st_teff,st_rad,st_mass,st_met,st_age,sy_dist
"11 Com b","11 Com",2007,"Radial Velocity",12.20000000,4914.89848585,"Msini",323.21000000000,803.26,68.5387,1.1780000000,4874.00,13.760000,2.090000,-0.2600,,93.18460000
"11 UMi b","11 UMi",2009,"Radial Velocity",12.30000000,4684.81420000,"Msini",516.21997000000,896.43,114.8502,1.5300000000,4213.00,29.790000,2.780000,-0.0200,1.5600,125.32100000
"14 And b","14 And",2008,"Radial Velocity",13.10000000,1131.15130051,"Msini",186.76000000000,909.92,115.1634,0.7750000000,4888.00,11.550000,1.780000,-0.2100,4.5000,75.43920000
"14 Her b","14 Her",2002,"Radial Velocity",12.50000000,2828.67282230,"Mass",1766.41000000000,147.32,0.0873,2.8390000000,5338.00,0.930000,0.970000,0.4300,4.6000,17.93230000
"16 Cyg B b","16 Cyg B",1996,"Radial Velocity",13.50000000,565.73740000,"Msini",798.50000000000,228.76,0.4540,1.6600000000,5750.00,1.130000,1.080000,0.0600,7.4000,21.13970000
"17 Sco b","17 Sco",2020,"Radial Velocity",12.90000000,1373.01871824,"Msini",578.38000000000,847.51,85.4316,1.4500000000,4157.00,25.920000,1.220000,-0.0100,5.1300,124.95300000
"18 Del b","18 Del",2008,"Radial Velocity",12.50000000,2926.24614325,"Msini",982.85000000000,452.72,7.0173,2.4760000000,4980.00,8.800000,2.100000,-0.0600,1.1000,76.22200000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524",2008,"Imaging",18.64700000,3000.00000000,"Mass",,1700.00,0.0000,330.0000000000,4060.00,1.313160,0.850000,,0.0050,139.13500000
"24 Boo b","24 Boo",2018,"Radial Velocity",13.90000000,280.64248338,"Msini",30.33000000000,1840.86,2001.2754,0.1940000000,4816.00,12.190000,1.050000,-0.7800,6.9200,95.98630000
"24 Sex b","24 Sex",2010,"Radial Velocity",13.40000000,632.46000000,"Msini",452.80000000000,471.32,8.2099,1.3330000000,5098.00,4.900000,1.540000,-0.0300,2.7000,72.06910000
"24 Sex c","24 Sex",2010,"Radial Velocity",13.90000000,273.32000000,"Msini",883.00000000000,377.31,3.3719,2.0800000000,5098.00,4.900000,1.540000,-0.0300,2.7000,72.06910000
"2M0437 b","2MASS J04372171+2651014",2021,"Imaging",13.00000000,1271.31362800,"Mass",,1450.00,0.0000,118.0000000000,3100.00,0.840000,0.170000,0.0100,0.0025,128.48400000
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A",2013,"Imaging",12.30000000,4131.79000000,"Mass",,,,84.0000000000,,,0.190000,,0.0300,47.20000000
"2MASS J01225093-2439505 b","2MASS J01225093-2439505",2013,"Imaging",11.20900000,7786.50000000,"Mass",,1600.00,0.0000,52.0000000000,3530.00,0.366450,0.400000,,0.1200,33.82810000
"2MASS J02192210-3925225 b","2MASS J02192210-3925225",2015,"Imaging",16.14096000,4417.83700000,"Mass",,6.27,0.0000,156.0000000000,3064.00,0.281000,0.108000,,0.0350,40.08964117
"2MASS J0249-0557 c","2MASS J0249-0557 A",2018,"Imaging",17.37392009,3616.88727166,"Mass",,1723.00,0.0000,1950.0000000000,2859.00,0.315959,0.046000,,0.0220,66.06130000
"2MASS J03590986+2009361 b","2MASS J03590986+2009361",2024,"Imaging",12.20000000,5720.91132600,"Mass",,2369.00,0.0000,572.0000000000,2943.00,0.289776,0.264996,,,117.43500000
"2MASS J04414489+2301513 b","2MASS J04414489+2301513",2010,"Imaging",12.60000000,2383.60000000,"Mass",,17.60,0.0000,15.0000000000,2936.00,0.231916,0.019000,,0.0010,120.42398696
"2MASS J11011926-7732383 b","2MASS J11011926-7732383",2024,"Imaging",11.90000000,8899.19539600,"Mass",,2677.00,,266.0000000000,,,,,,
"2MASS J11550485-7919108 b","2MASS J11550485-7919108",2024,"Imaging",12.10000000,6356.56814000,"Mass",,2506.00,0.0000,587.0000000000,3021.00,0.600455,0.588460,,,100.86200000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539",2004,"Imaging",15.69257298,1652.70771640,"Mass",,1163.00,0.0000,46.0000000000,2825.00,0.218870,0.188001,,0.0100,64.30800000
"2MASS J19383260+4603591 b","2MASS J19383260+4603591",2015,"Eclipse Timing Variations",13.40000000,603.87700000,"Mass",406.00000000000,669.65,33.2985,0.9200000000,29564.00,0.203000,0.480000,-0.0920,,396.33200000
"2MASS J21252752-8138278 b","2MASS J21252752-8138278",2024,"Imaging",12.40000000,3813.94088400,"Mass",,1616.00,0.0000,7493.0000000000,3592.00,0.672832,0.643977,,,34.11540000
"2MASS J22362452+4751425 b","2MASS J22362452+4751425",2016,"Imaging",12.30000000,3972.87500000,"Mass",,10.30,0.0000,230.0000000000,4045.00,0.641152,0.600000,,0.1200,69.57370000
"2MASS J22501512+2325342 b","2MASS J22501512+2325342",2018,"Imaging",11.90000000,9534.85221000,"Mass",,1600.00,0.0000,518.0000000000,3352.00,0.437589,0.433173,,0.1500,57.23090000
"4 UMa b","4 UMa",2006,"Radial Velocity",12.60000000,2511.48007211,"Msini",270.27000000000,967.44,150.0929,0.8770000000,4415.00,18.110000,1.234000,-0.2500,4.6040,73.46030000
"47 UMa b","47 UMa",1996,"Radial Velocity",13.20000000,804.08000000,"Msini",1078.00000000000,215.23,0.3576,2.1000000000,5872.00,1.213340,1.060000,0.0400,6.4800,13.79670000
"47 UMa c","47 UMa",2001,"Radial Velocity",14.20000000,171.62100000,"Msini",2391.00000000000,164.38,0.1217,3.6000000000,5872.00,1.213340,1.060000,0.0400,6.4800,13.79670000
"47 UMa d","47 UMa",2009,"Radial Velocity",13.50000000,521.22000000,"Msini",14002.00000000000,91.58,0.0117,11.6000000000,5872.00,1.213340,1.060000,0.0400,6.4800,13.79670000
"51 Peg b","51 Peg",1995,"Radial Velocity",14.10000000,193.87532827,"Mass",4.23079660000,1328.93,506.1775,0.0520000000,5761.00,1.190000,1.070000,0.2058,10.0000,15.46140000
"55 Cnc B b","55 Cnc B",2025,"Radial Velocity",1.69000000,3.50000000,"Msini",6.79940000000,395.41,4.0271,0.0440000000,3286.00,0.274000,0.260000,0.1600,10.0000,12.47730000
"55 Cnc B c","55 Cnc B",2025,"Radial Velocity",2.16000000,5.30000000,"Msini",33.74700000000,230.04,0.4613,0.1300000000,3286.00,0.274000,0.260000,0.1600,10.0000,12.47730000
"55 Cnc b","55 Cnc",1996,"Radial Velocity",13.90000000,263.97850000,"Mass",14.65155200000,700.00,45.6336,0.1180000000,5198.00,0.980000,1.015000,0.3900,10.0000,12.58550000
"55 Cnc c","55 Cnc",2004,"Radial Velocity",8.51000000,54.47380000,"Mass",44.39360000000,499.27,10.4149,0.2470000000,5198.00,0.980000,1.015000,0.3900,10.0000,12.58550000
"55 Cnc d","55 Cnc",2002,"Radial Velocity",13.00000000,1232.49300000,"Mass",4799.00000000000,104.85,0.0203,5.6000000000,5198.00,0.980000,1.015000,0.3900,10.0000,12.58550000
"55 Cnc e","55 Cnc",2004,"Radial Velocity",1.87500000,7.99000000,"Mass",0.73654740000,1958.00,2657.8322,0.0154400000,5172.00,0.943000,0.905000,0.3500,5.5000,12.58550000
"55 Cnc f","55 Cnc",2007,"Radial Velocity",7.59000000,44.81200000,"Mass",260.58000000000,277.07,0.9879,0.8020000000,5198.00,0.980000,1.015000,0.3900,10.0000,12.58550000
"6 Lyn b","6 Lyn",2008,"Radial Velocity",13.40000000,597.83523357,"Msini",919.86000000000,371.86,3.1949,2.0280000000,4941.00,4.940000,1.320000,-0.1700,2.3530,54.65990000
"61 Vir b","61 Vir",2009,"Radial Velocity",2.11000000,5.10000000,"Msini",4.21500000000,1177.85,318.8418,0.0502010000,5577.00,0.963000,0.942000,-0.0100,8.9600,8.50332000
"61 Vir c","61 Vir",2009,"Radial Velocity",4.46000000,18.20000000,"Msini",38.02100000000,565.87,16.9856,0.2175000000,5577.00,0.963000,0.942000,-0.0100,8.9600,8.50332000
"61 Vir d","61 Vir",2009,"Radial Velocity",5.11000000,22.90000000,"Msini",123.01000000000,382.51,3.5464,0.4760000000,5577.00,0.963000,0.942000,-0.0100,8.9600,8.50332000
"7 CMa b","7 CMa",2011,"Radial Velocity",13.40000000,587.98550000,"Msin(i)/sin(i)",735.10000000000,387.33,3.7372,1.7580000000,4826.00,4.870000,1.340000,0.2100,4.3000,19.81010000
"7 CMa c","7 CMa",2019,"Radial Velocity",13.90000000,276.51210000,"Msin(i)/sin(i)",996.00000000000,350.00,2.4917,2.1530000000,4826.00,4.870000,1.340000,0.2100,4.3000,19.81010000
"70 Vir b","70 Vir",1996,"Radial Velocity",12.60000000,2380.45000000,"Mass",116.68800000000,525.24,12.2183,0.4810000000,5495.00,1.890000,1.090000,-0.0900,7.7700,17.90110000
"75 Cet b","75 Cet",2012,"Radial Velocity",13.30000000,787.89662095,"Msini",696.62000000000,540.31,14.1750,1.9120000000,4809.00,10.380000,1.920000,0.1000,,82.96130000
"75 Cet c","75 Cet",2023,"Radial Velocity",13.90000000,289.85950718,"Msini",2051.62000000000,376.92,3.3569,3.9290000000,4809.00,10.380000,1.920000,0.1000,,82.96130000
"8 UMi b","8 UMi",2015,"Radial Velocity",13.50000000,524.41687155,"Msini",93.31000000000,1126.38,247.8402,0.4620000000,4847.00,10.730000,1.510000,-0.0300,1.7000,162.55200000
"81 Cet b","81 Cet",2008,"Radial Velocity",13.10000000,1051.05854195,"Msini",1005.57000000000,526.92,13.0071,2.1040000000,4734.00,11.210000,1.230000,-0.1100,,101.26000000
"91 Aqr b","91 Aqr",2013,"Radial Velocity",13.10000000,1017.00000000,"Msini",181.40000000000,891.73,100.5060,0.7000000000,4665.00,11.000000,1.400000,-0.0300,3.5600,44.03040000
"AB Aur b","AB Aur",2022,"Imaging",12.50000000,2860.45566300,"Mass",,83.63,0.0067,93.9000000000,9770.00,2.958870,2.400000,,0.0030,162.12700000
"AB Pic b","AB Pic",2005,"Imaging",12.30000000,4290.50000000,"Mass",,15.80,0.0000,260.0000000000,5285.00,0.999394,0.900000,0.0400,0.0300,50.04750000
"AF Lep b","AF Lep",2023,"Imaging",13.00000000,1147.36054927,"Mass",8905.00000000000,1400.00,0.0241,8.9960000000,6140.00,1.250000,1.218000,0.1900,0.0240,26.85640000
"AT2021ueyL b","AT2021ueyL",2025,"Microlensing",13.60000000,425.89006538,"Mass",4168.69000000000,,,4.0100000000,3680.00,,0.490000,,,1040.00000000
"AU Mic b","AU Mic",2020,"Transit",4.79000000,8.99000000,"Mass",8.46344600000,554.80,21.2000,0.0700000000,3540.00,0.862000,0.635000,0.0100,0.0190,9.72210000
"AU Mic c","AU Mic",2021,"Transit",2.79000000,14.46000000,"Mass",18.85902300000,424.70,7.3000,0.1190000000,3540.00,0.862000,0.635000,0.0100,0.0190,9.72210000
"AU Mic d","AU Mic",2023,"Transit Timing Variations",1.02000000,1.05300000,"Mass",12.73596000000,,,,3678.00,0.744000,0.510000,0.2300,0.0201,9.72210000
"AU Mic e","AU Mic",2025,"Radial Velocity",4.87000000,21.10000000,"Mass",33.11000000000,,,,3665.00,0.820000,0.600000,0.1200,0.0185,9.72210000
"BD+03 2562 b","BD+03 2562",2017,"Radial Velocity",12.70000000,2034.11200000,"Msini",481.90000000000,985.04,296.5605,1.3000000000,4095.00,32.350000,1.140000,-0.7100,5.2000,1070.63000000
"BD+14 4559 b","BD+14 4559",2009,"Radial Velocity",13.80000000,330.54320000,"Msini",268.94000000000,246.28,0.7867,0.7800000000,4864.00,0.860000,0.490000,0.1700,,49.35200000
"BD+15 2375 b","BD+15 2375",2016,"Radial Velocity",13.80000000,337.21763000,"Msini",153.22000000000,883.68,111.9838,0.5760000000,4649.00,8.950000,1.080000,-0.2200,7.4100,768.04500000
"BD+15 2940 b","BD+15 2940",2013,"Radial Velocity",13.70000000,352.78000000,"Msini",137.48000000000,1207.75,352.2269,0.5390000000,4796.00,14.700000,1.100000,0.2800,7.1000,426.42000000
"BD+20 2457 b","BD+20 2457",2009,"Radial Velocity",12.10000000,6807.63000000,"Msini",379.63000000000,1159.67,703.4998,1.4500000000,4137.00,49.000000,2.800000,-1.0000,,1539.71000000
"BD+20 2457 c","BD+20 2457",2009,"Radial Velocity",12.40000000,3963.17000000,"Msini",621.99000000000,984.96,366.1069,2.0100000000,4137.00,49.000000,2.800000,-1.0000,,1539.71000000
"BD+20 274 b","BD+20 274",2012,"Radial Velocity",13.00000000,1334.88600000,"Msini",578.20000000000,755.70,53.9651,1.3000000000,4296.00,17.300000,0.800000,-0.4600,,1322.51000000
"BD+20 594 b","BD+20 594",2016,"Transit",2.57807000,22.24810000,"Mass",41.68550000000,546.00,15.1513,0.2410000000,5766.00,1.080000,1.670000,-0.1500,3.3400,179.46100000
"BD+37 3172 b","BD+37 3172",2023,"Radial Velocity",12.40000000,3368.98111420,"Msini",1887.76000000000,713.25,31.9959,4.6500000000,4500.00,50.240000,3.750000,-0.0300,,454.25100000
"BD+42 2315 b","BD+42 2315",2023,"Radial Velocity",14.20000000,174.80562385,"Msini",123.05000000000,1247.58,335.1294,0.5400000000,4500.00,17.850000,1.380000,-0.2000,,610.71500000
"BD+45 564 b","BD+45 564",2021,"Radial Velocity",13.60000000,432.24663352,"Msini",307.88000000000,238.82,0.5790,0.8300000000,5004.00,0.813064,0.810000,-0.0900,,53.62200000
"BD+48 738 b","BD+48 738",2011,"Radial Velocity",13.90000000,289.22530000,"Msini",392.60000000000,705.93,48.9779,1.0000000000,4414.00,11.000000,0.740000,-0.2000,,871.49300000
"BD+48 740 b","BD+48 740",2018,"Radial Velocity",13.50000000,540.31100000,"Msini",733.00000000000,538.94,15.1044,1.7000000000,4534.00,10.330000,1.090000,-0.1300,,666.58900000
"BD+49 828 b","BD+49 828",2015,"Radial Velocity",13.50000000,508.50000000,"Msini",2590.00000000000,320.63,1.6730,4.2000000000,4943.00,7.600000,1.520000,-0.1900,2.3400,442.04200000
"BD+55 362 b","BD+55 362",2021,"Radial Velocity",14.00000000,228.83645304,"Msini",265.59000000000,259.06,0.7996,0.7800000000,5012.00,0.896193,0.909000,0.1800,,52.56970000
"BD+60 1417 b","BD+60 1417",2021,"Imaging",14.68376472,4767.42610500,"Mass",,1303.00,0.0000,1662.0000000000,4993.00,0.797000,1.000000,,0.1000,44.95430000
"BD+63 1405 b","BD+63 1405",2021,"Radial Velocity",12.40000000,3305.41543280,"Mass",1198.48000000000,150.69,0.0911,2.0600000000,5000.00,0.804724,0.816000,-0.0900,,38.04730000
"BD-06 1339 c","BD-06 1339",2013,"Radial Velocity",8.38000000,53.00000000,"Msini",125.94000000000,261.91,0.5024,0.4350000000,4324.00,0.686355,0.700000,-0.1400,4.4000,20.26950000
"BD-08 2823 c","BD-08 2823",2009,"Radial Velocity",12.50000000,104.00000000,"Msini",237.60000000000,233.85,0.5117,0.6800000000,4746.00,0.710000,0.740000,-0.0700,4.5000,41.33420000
"BD-10 3166 b","BD-10 3166",2000,"Radial Velocity",14.10000000,187.51970000,"Msini",3.48777000000,1240.38,402.4216,0.0400000000,5393.00,0.910000,1.470000,0.3800,0.2500,84.40690000
"BD-11 4672 b","BD-11 4672",2014,"Radial Velocity",14.10000000,206.58950000,"Msini",1634.00000000000,114.17,0.0282,2.3600000000,4550.00,0.639000,0.651000,-0.3500,7.4000,27.16650000
"BD-11 4672 c","BD-11 4672",2020,"Radial Velocity",4.04000000,15.37000000,"Msini",74.20000000000,320.21,1.7444,0.3000000000,4550.00,0.639000,0.651000,-0.3500,7.4000,27.16650000
"BD-13 2130 b","BD-13 2130",2007,"Radial Velocity",12.50000000,3108.37740000,"Msini",714.29999000000,744.77,40.0372,1.6600000000,4545.00,19.170000,2.120000,-0.0800,0.7400,925.21400000
"BD-14 3065 b","BD-14 3065 A",2024,"Transit",21.59000000,3932.00000000,"Mass",4.28897310000,2001.00,646.7610,0.0656000000,6935.00,2.350000,1.410000,-0.3400,2.2400,589.42300000
"BD-17 63 b","BD-17 63",2008,"Radial Velocity",12.80000000,1639.99458012,"Mass",655.57000000000,168.92,0.1169,1.3400000000,4714.00,0.740000,0.741000,-0.0300,4.3000,34.46030000
"BD-210397 b","BD-210397",2023,"Radial Velocity",14.00000000,214.00000000,"Msini",1891.00000000000,104.11,0.0200,2.6300000000,4051.00,0.747000,0.679000,0.1200,6.2000,23.73240000
"BD-210397 c","BD-210397",2023,"Radial Velocity",12.90000000,1525.57635360,"Mass",6240.00000000000,69.51,0.0039,5.9000000000,4051.00,0.747000,0.690000,0.1200,4.0000,23.73240000
"BEBOP-3 b","BEBOP-3",2025,"Radial Velocity",14.20000000,177.34825111,"Msini",547.00000000000,287.88,1.1590,1.4440000000,6033.00,1.414000,1.083000,-0.0200,,119.05200000
"Barnard b","Barnard's star",2024,"Radial Velocity",0.72000000,0.29900000,"Msini",3.15420000000,438.00,6.7600,0.0229000000,3195.00,0.185000,0.162000,-0.5600,,1.82655000
"Barnard c","Barnard's star",2025,"Radial Velocity",0.74300000,0.33500000,"Msini",4.12440000000,400.00,4.7285,0.0274000000,3195.00,0.185000,0.162000,-0.5600,,1.82655000
"Barnard d","Barnard's star",2025,"Radial Velocity",0.69400000,0.26300000,"Msini",2.34020000000,483.00,10.0441,0.0188000000,3195.00,0.185000,0.162000,-0.5600,,1.82655000
"Barnard e","Barnard's star",2025,"Radial Velocity",0.63700000,0.19300000,"Msini",6.73920000000,340.00,2.4456,0.0381000000,3195.00,0.185000,0.162000,-0.5600,,1.82655000
"CD Cet b","CD Cet",2020,"Radial Velocity",1.82000000,3.95000000,"Msini",2.29070000000,464.00,8.6000,0.0185000000,3130.00,0.175000,0.161000,0.1300,3.0000,8.60715000
"CD-35 2722 B b","CD-35 2722 B",2026,"Radial Velocity",13.90000000,292.40213444,"Msini",171.11000000000,77.39,0.0060,0.2000000000,1800.00,0.159000,0.035000,0.2700,0.1000,
"CFBDSIR J145829+101343 b","CFBDSIR J145829+101343",2011,"Imaging",12.40000000,3337.10000000,"Mass",10037.50000000000,370.00,,2.6000000000,580.50,,0.021000,,,23.10000000
"CFHTWIR-Oph 98 b","CFHTWIR-Oph 98 A",2020,"Imaging",20.84870410,2479.06157460,"Mass",8040000.00000000000,1800.00,0.0000,200.0000000000,2320.00,0.245000,0.014700,,0.0030,
"CHXR 73 b","CHXR 73",2006,"Imaging",12.30000000,3994.48600000,"Mass",,,,210.0000000000,3099.00,,0.350000,,0.0020,190.37400000
"CI Tau c","CI Tau",2024,"Radial Velocity",13.00000000,1144.18226520,"Msini",25.20000000000,610.62,19.2542,0.1700000000,3807.00,1.880857,0.900000,,0.0025,157.99800000
"COCONUTS-2 b","COCONUTS-2 A",2021,"Imaging",12.57647635,2383.71305250,"Mass",402000000.00000000000,493.00,0.0000,7506.0000000000,3552.00,0.366000,0.400000,0.0000,0.4140,10.88640000
"CT Cha b","CT Cha",2007,"Imaging",24.66000000,5403.00000000,"Mass",,2600.00,0.0000,440.0000000000,4403.00,1.679694,,-0.5600,0.0020,190.72000000
"CWISEP J193518.59-154620.3 b","CWISEP J193518.59-154620.3",2025,"Imaging",12.20000000,4926.34030850,"Mass",,390.00,,2.4800000000,,,0.024000,,5.5000,14.43000000
"CoRoT-1 b","CoRoT-1",2008,"Transit",16.70000000,327.35000000,"Mass",1.50895570000,1898.00,2852.6300,0.0275200000,5950.00,1.110000,0.950000,-0.3000,1.6000,787.90900000
"CoRoT-10 b","CoRoT-10",2010,"Transit",10.87000000,874.00000000,"Mass",13.24060000000,600.00,16.1089,0.1055000000,5075.00,0.790000,0.890000,0.2600,3.0000,338.38600000
"CoRoT-11 b","CoRoT-11",2010,"Transit",16.03000000,740.51000000,"Mass",2.99433000000,1657.00,1890.6490,0.0436000000,6440.00,1.370000,1.270000,-0.0300,2.0000,655.03700000
"CoRoT-12 b","CoRoT-12",2010,"Transit",16.14000000,291.43800000,"Mass",2.82804200000,1442.00,661.1334,0.0401600000,5675.00,1.116000,1.078000,0.1600,6.3000,1126.37000000
"CoRoT-13 b","CoRoT-13",2010,"Transit",9.92000000,415.70400000,"Mass",4.03519000000,1700.00,546.5339,0.0510000000,5945.00,1.010000,1.090000,0.0100,1.6350,1148.93000000
"CoRoT-14 b","CoRoT-14",2010,"Transit",12.22000000,2415.40000000,"Mass",1.51214000000,1952.00,1803.4781,0.0270000000,6035.00,1.210000,1.130000,0.0500,4.2000,1744.60000000
"CoRoT-16 b","CoRoT-16",2011,"Transit",13.11000000,170.03200000,"Mass",5.35227000000,1195.53,96.1756,0.0618000000,5650.00,1.190000,1.098000,0.1900,6.7300,732.40900000
"CoRoT-17 b","CoRoT-17",2011,"Transit",11.43000000,772.29000000,"Mass",3.76810000000,1626.00,640.9232,0.0461000000,5740.00,1.590000,1.040000,0.0000,10.7000,1176.12000000
"CoRoT-18 b","CoRoT-18",2011,"Transit",14.68000000,1102.82000000,"Mass",1.90006930000,1550.00,823.7009,0.0295000000,5440.00,1.000000,0.950000,-0.1000,0.6000,764.88900000
"CoRoT-19 b","CoRoT-19",2011,"Transit",14.46000000,352.78000000,"Mass",3.89713000000,2000.00,1103.8090,0.0518000000,6090.00,1.650000,1.210000,-0.0200,5.0000,790.66300000
"CoRoT-2 b","CoRoT-2",2008,"Transit",16.43200000,1102.82000000,"Mass",1.74299350000,1521.00,932.9076,0.0279800000,5625.00,0.906000,0.960000,0.0400,2.7000,213.28300000
"CoRoT-20 b","CoRoT-20",2011,"Transit",9.41556000,1366.66900000,"Mass",9.24285000000,1024.00,180.8704,0.0900000000,5880.00,1.020000,1.140000,0.1400,0.1000,844.06100000
"CoRoT-20 c","CoRoT-20",2018,"Radial Velocity",12.20000000,5403.11000000,"Msini",1675.00000000000,168.16,0.1759,2.9000000000,5880.00,1.020000,1.140000,0.1400,0.1000,844.06100000
"CoRoT-21 b","CoRoT-21",2012,"Transit",14.57170000,718.29580000,"Mass",2.72474000000,2044.44,2915.5997,0.0417000000,6200.00,1.950000,1.290000,0.0000,4.1000,1398.83419686
"CoRoT-22 b","CoRoT-22",2014,"Transit",4.88000000,12.20000000,"Mass",9.75598000000,885.00,121.8837,0.0920000000,5939.00,1.136000,1.099000,0.1700,3.3000,627.15800000
"CoRoT-23 b","CoRoT-23",2011,"Transit",11.77000000,889.90000000,"Mass",3.63130000000,1660.00,530.0221,0.0480000000,5900.00,1.610000,1.140000,0.0500,7.2000,1060.97000000
"CoRoT-24 b","CoRoT-24",2014,"Transit",3.70000000,5.70000000,"Mass",5.11340000000,1070.00,79.8260,0.0560000000,4950.00,0.860000,0.910000,0.3000,11.0000,591.55500000
"CoRoT-24 c","CoRoT-24",2014,"Transit",5.00000000,28.00000000,"Mass",11.75900000000,850.00,26.0656,0.0980000000,4950.00,0.860000,0.910000,0.3000,11.0000,591.55500000
"CoRoT-25 b","CoRoT-25",2013,"Transit",12.11000000,85.81000000,"Mass",4.86069000000,1330.00,414.1434,0.0578000000,6040.00,1.190000,1.090000,-0.0100,4.5000,1103.48000000
"CoRoT-26 b","CoRoT-26",2013,"Transit",14.12000000,165.26000000,"Mass",4.20474000000,1600.00,1021.0065,0.0526000000,5590.00,1.790000,1.090000,0.0100,8.6000,1045.18000000
"CoRoT-27 b","CoRoT-27",2014,"Transit",11.28700000,3302.11000000,"Mass",3.57532000000,1500.00,300.8697,0.0476000000,5900.00,1.080000,1.050000,-0.1000,4.2100,1010.28000000
"CoRoT-28 b","CoRoT-28",2015,"Transit",10.70459500,153.82972000,"Mass",5.20851000000,1349.25,672.7522,0.0603000000,5150.00,1.780000,1.010000,0.1500,12.0000,766.18300000
"CoRoT-29 b","CoRoT-29",2015,"Transit",10.08810000,270.15550000,"Mass",2.85057000000,1224.75,540.3673,0.0386000000,5260.00,0.900000,0.970000,0.2000,4.5000,806.50700000
"CoRoT-3 b","CoRoT-3",2008,"Transit",11.32000000,6883.91000000,"Mass",4.25680000000,1695.00,735.4472,0.0578300000,6740.00,1.560000,1.370000,0.1400,2.2000,768.77100000
"CoRoT-30 b","CoRoT-30",2020,"Transit",11.30988100,921.70700000,"Mass",9.06005000000,894.60,89.2872,0.0844000000,5650.00,0.910000,0.980000,0.0200,3.0000,1032.23000000
"CoRoT-31 b","CoRoT-31",2020,"Transit",16.36514000,266.97720000,"Mass",4.62941000000,1664.86,727.7611,0.0586000000,5700.00,2.150000,1.250000,0.0000,4.7000,2005.76000000
"CoRoT-32 b","CoRoT-32",2018,"Transit",6.38913000,47.67450000,"Mass",6.71837000000,938.00,132.2600,0.0710000000,5970.00,0.790000,1.080000,0.0000,,576.68300000
"CoRoT-35 b","CoRoT-35",2022,"Transit",18.83108758,349.61124770,"Mass",3.22748000000,1747.00,1251.8629,0.0429000000,6390.00,1.650000,1.010000,-0.5000,6.1000,1123.21000000
"CoRoT-36 b","CoRoT-36",2022,"Transit",15.80466279,216.12331676,"Mass",5.61653100000,1567.00,1491.0287,0.0660000000,6730.00,1.520000,1.320000,-0.1000,2.1000,925.95800000
"CoRoT-4 b","CoRoT-4",2008,"Transit",13.34000000,228.83000000,"Mass",9.20205000000,1074.00,203.9517,0.0900000000,6190.00,1.170000,1.160000,0.0500,1.0000,726.41200000
"CoRoT-5 b","CoRoT-5",2009,"Transit",15.55800000,148.42000000,"Mass",4.03789620000,1438.00,786.2949,0.0494700000,6100.00,1.186000,1.000000,-0.2500,6.9000,882.47200000
"CoRoT-6 b","CoRoT-6",2009,"Transit",13.06800000,940.74000000,"Mass",8.88659300000,1017.00,145.1436,0.0855000000,6090.00,1.025000,1.050000,-0.2000,2.5000,645.29400000
"CoRoT-7 b","CoRoT-7",2009,"Transit",1.68135000,4.07660518,"Mass",0.85359163000,1756.00,1773.7952,0.0170160000,5275.00,0.830000,0.820000,0.0500,1.8000,159.90600000
"CoRoT-7 c","CoRoT-7",2009,"Radial Velocity",2.83000000,8.40000000,"Mass",3.69800000000,1098.59,242.7184,0.0460000000,5256.00,0.864273,0.899000,0.0600,1.8000,159.90600000
"CoRoT-7 d","CoRoT-7",2022,"Radial Velocity",4.31000000,17.14200000,"Mass",8.96600000000,,,,5250.00,0.838900,0.915000,0.1200,1.8000,159.90600000
"CoRoT-8 b","CoRoT-8",2010,"Transit",6.39000000,69.92000000,"Mass",6.21229000000,870.00,19.8170,0.0630000000,5080.00,0.770000,0.880000,0.3000,3.0000,322.03700000
"CoRoT-9 b","CoRoT-9",2009,"Transit",11.94879400,266.97720000,"Mass",95.27265600000,420.00,3.4440,0.4021000000,5625.00,0.960000,0.960000,-0.0100,6.0000,412.98000000
"DE CVn b","DE CVn",2018,"Eclipse Timing Variations",12.40000000,3823.27330161,"Msin(i)/sin(i)",4098.10000000000,46.91,0.0008,5.7500000000,3579.00,0.424754,0.510000,,,30.52250000
"DENIS-P J082303.1-491201 b","DENIS-P J082303.1-491201",2013,"Astrometry",11.90000000,9057.77000000,"Mass",246.36000000000,,,0.3600000000,,,0.075000,,1.0000,20.77000000
"DH Tau b","DH Tau",2004,"Imaging",30.26430000,3496.00000000,"Mass",,2200.00,0.0000,330.0000000000,4371.00,0.270000,0.330000,,0.0010,134.84600000
"DMPP-1 b","DMPP-1",2019,"Radial Velocity",4.26000000,16.80000000,"Msini",17.81200000000,877.00,103.0711,0.1423000000,6196.00,1.260000,1.210000,,2.0100,62.53880000
"DMPP-1 c","DMPP-1",2019,"Radial Velocity",3.31000000,10.94000000,"Msini",10.03000000000,1239.00,220.4556,0.0973000000,6196.00,1.260000,1.210000,,2.0100,62.53880000
"DMPP-1 d","DMPP-1",2019,"Radial Velocity",2.02000000,4.72000000,"Msini",3.14170000000,1632.00,1045.9594,0.0446700000,6196.00,1.260000,1.210000,,2.0100,62.53880000
